	mean_abundance	occurrence	predicted_occurrence	lower_conf_int	upper_conf_int	full_taxonomy
G000468755	8.450704225352112e-07	0.02112676056338028	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Olsenella; s__Olsenella profusa
G000332975	8.450704225352112e-07	0.035211267605633804	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Gordoniaceae; g__Gordonia; s__Gordonia aichiensis
G000519045	8.450704225352112e-07	0.02112676056338028	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Dechloromonas; s__Dechloromonas agitata
G000333035	8.450704225352112e-07	0.02112676056338028	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Gordoniaceae; g__Gordonia; s__Gordonia sihwensis
G001679275	8.450704225352112e-07	0.04225352112676056	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Moraxella; s__Moraxella osloensis
G000067205	8.450704225352112e-07	0.035211267605633804	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Bordetella; s__Bordetella petrii
G000455245	8.450704225352112e-07	0.014084507042253521	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Nesterenkonia; s__Nesterenkonia massiliensis
G000013365	8.450704225352112e-07	0.035211267605633804	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Rhodopseudomonas; s__Rhodopseudomonas palustris
G000286435	8.450704225352112e-07	0.014084507042253521	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Morganella; s__Morganella morganii
G000422165	8.450704225352112e-07	0.028169014084507043	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus helveticus
G000423745	8.450704225352112e-07	0.035211267605633804	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus plurextorum
G000285915	8.450704225352112e-07	0.02112676056338028	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Brevibacteriaceae; g__Brevibacterium; s__Brevibacterium ravenspurgense
G001003645	8.450704225352112e-07	0.035211267605633804	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Candidatus Wolfebacteria; c__; o__; f__; g__; s__Candidatus Wolfebacteria bacterium GW2011_GWE1_48_7
G000377005	8.450704225352112e-07	0.035211267605633804	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus minor
G000768695	8.450704225352112e-07	0.035211267605633804	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Knoellia; s__Knoellia aerolata
G000272005	8.450704225352112e-07	0.02112676056338028	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alishewanella; s__Alishewanella agri
G001429505	8.450704225352112e-07	0.028169014084507043	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__Bosea sp. Root483D1
G000008185	8.450704225352112e-07	0.035211267605633804	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__Treponema denticola
G000763805	8.450704225352112e-07	0.028169014084507043	0.008509926123777434	0.0017114369057054171	0.04120007735404431	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__Paracoccus sphaerophysae
G000364865	9.859154929577463e-07	0.028169014084507043	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces cardiffensis
G000179395	9.859154929577463e-07	0.02112676056338028	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium variabile
G000162475	9.859154929577463e-07	0.035211267605633804	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__Granulicatella elegans
G000820725	9.859154929577463e-07	0.028169014084507043	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces polynesiensis
G001044245	9.859154929577463e-07	0.028169014084507043	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium obuense
G001586215	9.859154929577463e-07	0.035211267605633804	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium simulans
G000164865	9.859154929577463e-07	0.035211267605633804	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Enterobacter; s__Enterobacter lignolyticus
G000411555	9.859154929577463e-07	0.02112676056338028	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Atopobium; s__Atopobium sp. oral taxon 199
G000807215	9.859154929577463e-07	0.028169014084507043	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__; g__Tepidimonas; s__Tepidimonas taiwanensis
G000504425	9.859154929577463e-07	0.04225352112676056	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Rhodopseudomonas; s__Rhodopseudomonas palustris
G001709315	9.859154929577463e-07	0.028169014084507043	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea agglomerans
G000160535	9.859154929577463e-07	0.04929577464788732	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella bergensis
G000472425	9.859154929577463e-07	0.04225352112676056	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__Bradyrhizobium sp. Tv2a-2
G000420605	9.859154929577463e-07	0.035211267605633804	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium massiliense
G000585625	9.859154929577463e-07	0.04225352112676056	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__Aquamicrobium; s__Aquamicrobium defluvii
G001423845	9.859154929577463e-07	0.035211267605633804	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. Leaf357
G000314735	9.859154929577463e-07	0.04929577464788732	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Afipia; s__Afipia felis
G900106785	9.859154929577463e-07	0.04225352112676056	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellamassilia; s__Prevotellamassilia timonensis
G900103835	9.859154929577463e-07	0.04225352112676056	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Acetanaerobacterium; s__Acetanaerobacterium elongatum
G000026125	9.859154929577463e-07	0.035211267605633804	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herminiimonas; s__Herminiimonas arsenicoxydans
G000283515	9.859154929577463e-07	0.035211267605633804	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium sp. SYK-6
G000568555	9.859154929577463e-07	0.035211267605633804	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__Mesorhizobium; s__Mesorhizobium sp. NBIMC_P2-C3
G000550805	9.859154929577463e-07	0.04929577464788732	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium vitaeruminis
G000015405	9.859154929577463e-07	0.028169014084507043	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium sp. KMS
G000185505	9.859154929577463e-07	0.04225352112676056	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Pseudoramibacter; s__Pseudoramibacter alactolyticus
G001594265	9.859154929577463e-07	0.04929577464788732	0.009924883848087096	0.0022068247066334354	0.04346006512981015	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Aggregatibacter; s__Aggregatibacter actinomycetemcomitans
G000772915	1.1267605633802817e-06	0.04929577464788732	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus phocae
G000803625	1.1267605633802817e-06	0.035211267605633804	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Candidatus Saccharibacteria; c__; o__; f__; g__; s__Candidatus Saccharibacteria oral taxon TM7x
G000347695	1.1267605633802817e-06	0.02112676056338028	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium thermophilum
G000380105	1.1267605633802817e-06	0.056338028169014086	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus orisratti
G000784965	1.1267605633802817e-06	0.056338028169014086	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea sp. PSNIH2
G000188035	1.1267605633802817e-06	0.04929577464788732	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus pseudoporcinus
G000469465	1.1267605633802817e-06	0.04225352112676056	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__Gemella; s__Gemella bergeri
G001022135	1.1267605633802817e-06	0.04225352112676056	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Kluyvera; s__Kluyvera intermedia
G001876175	1.1267605633802817e-06	0.028169014084507043	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium diphtheriae
G000429065	1.1267605633802817e-06	0.035211267605633804	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Silanimonas; s__Silanimonas lenta
G001507665	1.1267605633802817e-06	0.007042253521126761	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus actinosclerus
G001310795	1.1267605633802817e-06	0.04929577464788732	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Diaphorobacter; s__Diaphorobacter nitroreducens
G000022905	1.1267605633802817e-06	0.04929577464788732	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium aurimucosum
G000420305	1.1267605633802817e-06	0.04225352112676056	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis baekryungensis
G000173655	1.1267605633802817e-06	0.04225352112676056	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium amycolatum
G001475745	1.1267605633802817e-06	0.02112676056338028	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Curtobacterium; s__Curtobacterium oceanosedimentum
G000513215	1.1267605633802817e-06	0.035211267605633804	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia marcescens
G001592185	1.1267605633802817e-06	0.035211267605633804	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Bergeriella; s__Bergeriella denitrificans
G000364625	1.1267605633802817e-06	0.028169014084507043	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas thermotolerans
G001421785	1.1267605633802817e-06	0.04225352112676056	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. Leaf33
G001425835	1.1267605633802817e-06	0.04929577464788732	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Afipia; s__Afipia sp. Root123D2
G001421325	1.1267605633802817e-06	0.035211267605633804	0.011338873233351587	0.002740448889086519	0.04567993085799237	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium sp. Leaf2
G000318255	1.267605633802817e-06	0.035211267605633804	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga sp. oral taxon 380
G001418005	1.267605633802817e-06	0.04929577464788732	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Chelatococcus; s__Chelatococcus sambhunathii
G000380025	1.267605633802817e-06	0.04929577464788732	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus entericus
G000239355	1.267605633802817e-06	0.056338028169014086	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__Cardiobacterium valvarum
G000648515	1.267605633802817e-06	0.04225352112676056	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Citrobacter; s__Citrobacter freundii
G001368755	1.267605633802817e-06	0.02112676056338028	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus fermentum
G000006785	1.267605633802817e-06	0.06338028169014084	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus pyogenes
G001428865	1.267605633802817e-06	0.056338028169014086	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. Root241
G001813205	1.267605633802817e-06	0.056338028169014086	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Atopobium; s__Atopobium sp. HMSC064B08
G001010185	1.267605633802817e-06	0.035211267605633804	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus fermentum
G000023925	1.267605633802817e-06	0.014084507042253521	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Dermacoccaceae; g__Kytococcus; s__Kytococcus sedentarius
G000967825	1.267605633802817e-06	0.028169014084507043	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__Paracoccus sp. 228
G001028545	1.267605633802817e-06	0.056338028169014086	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__Treponema endosymbiont of Eucomonympha sp.
G000009545	1.267605633802817e-06	0.04929577464788732	0.012751891537355675	0.0033078549104186526	0.047864123741266223	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus uberis
G000768335	1.4084507042253521e-06	0.06338028169014084	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__Lysobacter arseniciresistens
G001598915	1.4084507042253521e-06	0.02112676056338028	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Williamsiaceae; g__Williamsia; s__Williamsia muralis
G000174015	1.4084507042253521e-06	0.06338028169014084	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Atopobium; s__Atopobium rimae
G001425405	1.4084507042253521e-06	0.056338028169014086	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. Leaf412
G000344805	1.4084507042253521e-06	0.056338028169014086	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__Bradyrhizobium oligotrophicum
G000185145	1.4084507042253521e-06	0.02112676056338028	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella oralis
G001010245	1.4084507042253521e-06	0.028169014084507043	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus fermentum
G000295095	1.4084507042253521e-06	0.04225352112676056	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces timonensis
G000162395	1.4084507042253521e-06	0.035211267605633804	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus fermentum
G000772965	1.4084507042253521e-06	0.07042253521126761	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Lysinibacillus; s__Lysinibacillus massiliensis
G001188365	1.4084507042253521e-06	0.035211267605633804	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus sp. D9
G000786655	1.4084507042253521e-06	0.04929577464788732	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__Kocuria marina
G000382485	1.4084507042253521e-06	0.056338028169014086	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. Mn802worker
G001262075	1.4084507042253521e-06	0.04225352112676056	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ottowia; s__Ottowia sp. oral taxon 894
G000831485	1.4084507042253521e-06	0.06338028169014084	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus iniae
G001708485	1.4084507042253521e-06	0.056338028169014086	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas fluorescens
G000270145	1.4084507042253521e-06	0.06338028169014084	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus gallolyticus
G000013645	1.4084507042253521e-06	0.035211267605633804	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Paraburkholderia; s__Paraburkholderia xenovorans
G000496435	1.4084507042253521e-06	0.02112676056338028	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus fermentum
G000226955	1.4084507042253521e-06	0.04225352112676056	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas elodea
G000010285	1.4084507042253521e-06	0.04225352112676056	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__Kocuria rhizophila
G000758965	1.4084507042253521e-06	0.06338028169014084	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium freneyi
G000759055	1.4084507042253521e-06	0.04929577464788732	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium tuscaniense
G000741695	1.4084507042253521e-06	0.014084507042253521	0.014163936031927116	0.003905383785614107	0.050016297452022865	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium reuteri
G000159215	1.5492957746478873e-06	0.028169014084507043	0.015575004002902126	0.004529985863026428	0.05213949635656315	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus fermentum
G000739455	1.5492957746478873e-06	0.02112676056338028	0.015575004002902126	0.004529985863026428	0.05213949635656315	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium imitans
G000160115	1.5492957746478873e-06	0.04929577464788732	0.015575004002902126	0.004529985863026428	0.05213949635656315	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Shuttleworthia; s__Shuttleworthia satelles
